Case_ID,Activity,Resource,Complete_Timestamp,case_IDofConceptCase,case_Includes_subCases,case_Responsible_actor,case_SUMleges,case_caseProcedure,case_caseStatus,case_case_type,case_landRegisterID,case_last_phase,case_parts,case_requestComplete,case_termName,action_code,activityNameEN,activityNameNL,concept_name,dateFinished,dateStop,dueDate,lifecycle_transition,monitoringResource,planned,question,Weekday,Anomaly
209,356,6,4204,135,1,10,42,3,2,1,71,18,5,1,3,356,124,247,356,229,1,1767,1,5,20627,271,5,1
209,198,6,4205,135,1,10,42,3,2,1,71,18,5,1,3,198,104,248,198,229,1,1767,1,5,4105,277,5,1
209,199,6,4206,135,1,10,42,3,2,1,71,18,5,1,3,199,184,214,199,229,1,1767,1,5,4107,263,5,1
209,203,6,4207,135,1,10,42,3,2,1,71,18,5,1,3,203,52,21,203,229,1,1767,1,5,4108,269,5,1
209,205,6,4208,135,1,10,42,3,2,1,71,18,5,1,3,205,65,60,205,229,1,1767,1,5,4109,269,5,1
209,214,6,4209,135,1,10,42,3,2,1,71,18,5,1,3,214,29,32,214,229,1,1767,1,5,4111,269,5,1
209,44,6,4210,135,1,10,42,3,2,1,71,18,5,1,3,44,258,51,44,229,1,1767,1,5,4106,269,5,1
209,48,6,4211,135,1,10,42,3,2,1,71,18,5,1,3,48,239,100,48,229,1,1767,1,5,4113,269,5,1
209,53,6,4212,135,1,10,42,3,2,1,71,18,5,1,3,53,169,200,53,229,1,1767,1,5,4114,271,5,1
209,55,6,4213,135,1,10,42,3,2,1,71,18,5,1,3,55,193,25,55,229,1,1767,1,5,4115,271,5,1
209,238,6,4214,135,1,10,42,3,2,1,71,18,5,1,3,238,247,239,238,229,1,1767,1,5,4116,263,5,1
209,240,6,4215,135,1,10,42,3,2,1,71,18,5,1,3,240,200,199,240,229,1,1767,1,5,4117,269,5,1
209,243,6,4216,135,1,10,42,3,2,1,71,18,5,1,3,243,177,27,243,229,1,1767,1,5,4119,277,5,1
209,270,6,4217,135,1,10,42,3,2,1,71,18,5,1,3,270,2,4,270,229,1,1767,1,5,4121,271,5,1
209,44,6,4218,135,1,10,42,3,2,1,71,18,5,1,3,44,258,51,44,229,1,1767,1,5,4122,269,5,1
209,48,6,4219,135,1,10,42,3,2,1,71,18,5,1,3,48,239,100,48,229,1,1767,1,5,4123,269,5,1
209,53,6,4220,135,1,10,42,3,2,1,71,18,5,1,3,53,169,200,53,229,1,1767,1,5,4124,271,5,1
209,55,6,4221,135,1,10,42,3,2,1,71,18,5,1,3,55,193,25,55,229,1,1767,1,5,4125,277,5,1
209,61,6,4222,135,1,10,42,3,2,1,71,18,5,1,3,61,141,110,61,229,1,1767,1,5,4126,269,5,1
209,65,6,4223,135,1,10,42,3,2,1,71,18,5,1,3,65,206,75,65,229,1,1767,1,5,4127,277,5,1
209,68,6,4224,135,1,10,42,3,2,1,71,18,5,1,3,68,208,202,68,229,1,1767,1,5,4128,269,5,1
209,70,6,4225,135,1,10,42,3,2,1,71,18,5,1,3,70,259,50,70,229,1,1767,1,5,4130,269,5,1
209,74,6,4226,135,1,10,42,3,2,1,71,18,5,1,3,74,22,97,74,229,1,1767,1,5,4131,269,5,1
209,78,6,4227,135,1,10,42,3,2,1,71,18,5,1,3,78,169,200,78,229,1,1767,1,5,20627,271,5,1
209,274,6,4228,135,1,10,42,3,2,1,71,18,5,1,3,274,14,36,274,229,1,1767,1,5,4132,271,5,1
209,362,6,4229,135,1,10,42,3,2,1,71,18,5,1,3,362,195,188,362,229,1,1767,1,5,20627,271,5,1
209,31,6,4230,135,1,10,42,3,2,1,71,18,5,1,3,31,119,2,31,229,1,1767,1,5,20627,269,5,1
209,84,6,4926,135,1,10,42,3,2,1,71,18,5,1,3,84,17,147,84,229,1,1767,1,5,4133,269,4,1
209,85,6,4927,135,1,10,42,3,2,1,71,18,5,1,3,85,138,114,85,229,1,1767,1,5,4785,269,4,1
209,86,6,4928,135,1,10,42,3,2,1,71,18,5,1,3,86,114,258,86,229,1,1767,1,5,4786,277,4,1
209,87,6,4929,135,1,10,42,3,2,1,71,18,5,1,3,87,263,11,87,229,1,1767,1,5,4787,271,4,1
209,88,6,4930,135,1,10,42,3,2,1,71,18,5,1,3,88,23,81,88,229,1,1767,1,5,4788,271,4,1
209,92,6,4931,135,1,10,42,3,2,1,71,18,5,1,3,92,132,89,92,229,1,1767,1,5,4789,271,4,1
209,93,6,4932,135,1,10,42,3,2,1,71,18,5,1,3,93,16,53,93,229,1,1767,1,5,4790,271,4,1
209,109,6,4933,135,1,10,42,3,2,1,71,18,5,1,3,109,18,244,109,229,1,1767,1,5,4791,271,4,1
209,110,13,4980,135,1,10,42,3,2,1,71,18,5,1,3,110,54,20,110,229,1,1767,1,5,4792,269,2,1
209,112,13,4981,135,1,10,42,3,2,1,71,18,5,1,3,112,112,142,112,229,1,1767,1,17,4830,269,2,1
209,113,13,4981,135,1,10,42,3,2,1,71,18,5,1,3,113,182,221,113,229,1,1767,1,17,4831,269,2,1
209,125,13,4982,135,1,10,42,3,2,1,71,18,5,1,3,125,151,119,125,229,1,1767,1,17,20627,269,2,1
209,129,13,4983,135,1,10,42,3,2,1,71,18,5,1,3,129,251,31,129,229,1,1767,1,17,4832,269,2,1
209,130,13,4983,135,1,10,42,3,2,1,71,18,5,1,3,130,88,169,130,229,1,1767,1,17,4833,269,2,1
209,138,13,4984,135,1,10,42,3,2,1,71,18,5,1,3,138,111,145,138,229,1,1767,1,17,4834,269,2,1
209,127,13,4985,135,1,10,42,3,2,1,71,18,5,1,3,127,26,187,127,229,1,1767,1,17,20627,269,2,1
209,139,13,5122,135,1,10,42,3,2,1,71,18,5,1,3,139,77,226,139,229,1,1767,1,17,4835,269,3,1
209,1,6,6402,135,1,10,42,3,2,1,71,18,5,1,3,1,126,73,1,229,1,1767,1,17,4836,277,5,1
209,8,6,6403,135,1,10,42,3,2,1,71,18,5,1,3,8,194,252,8,229,1,1767,1,5,6082,271,5,1
209,4,6,6404,135,1,10,42,3,2,1,71,18,5,1,3,4,253,44,4,229,1,1767,1,5,6082,269,5,1
209,7,6,6405,135,1,10,42,3,2,1,71,18,5,1,3,7,127,74,7,229,1,1767,1,5,6083,269,5,1
209,9,6,6406,135,1,10,42,3,2,1,71,18,5,1,3,9,10,55,9,229,1,1767,1,5,6084,271,5,1
209,15,6,6407,135,1,10,42,3,2,1,71,18,5,1,3,15,24,67,15,229,1,1767,1,5,6085,277,5,1
209,16,6,6408,135,1,10,42,3,2,1,71,18,5,1,3,16,118,257,16,229,1,1767,1,5,6086,271,5,1
209,18,6,6409,135,1,10,42,3,2,1,71,18,5,1,3,18,123,189,18,229,1,1767,1,5,6087,274,5,1
209,110,6,6410,135,1,10,42,3,2,1,71,18,5,1,3,110,54,20,110,229,1,1767,1,5,6088,269,5,1
209,112,13,6697,135,1,10,42,3,2,1,71,18,5,1,3,112,112,142,112,229,1,1767,1,5,6089,269,2,1
209,125,13,6698,135,1,10,42,3,2,1,71,18,5,1,3,125,151,119,125,229,1,1767,1,17,20627,269,2,1
209,127,13,6699,135,1,10,42,3,2,1,71,18,5,1,3,127,26,187,127,229,1,1767,1,17,20627,269,2,1
209,129,13,6700,135,1,10,42,3,2,1,71,18,5,1,3,129,251,31,129,229,1,1767,1,17,6335,269,2,1
209,138,13,6701,135,1,10,42,3,2,1,71,18,5,1,3,138,111,145,138,229,1,1767,1,17,6337,269,2,1
209,118,13,6716,135,1,10,42,3,2,1,71,18,5,1,3,118,182,221,118,229,1,1767,1,17,6334,269,4,1
209,130,13,6716,135,1,10,42,3,2,1,71,18,5,1,3,130,88,169,130,229,1,1767,1,17,6336,269,4,1
209,139,13,6908,135,1,10,42,3,2,1,71,18,5,1,3,139,77,226,139,229,1,1767,1,17,6338,269,3,1
210,23,12,2702,136,1,10,83,3,2,1,71,18,33,2,2,23,187,209,23,932,1,501,1,15,2799,269,1,1
210,28,12,2860,136,1,10,83,3,2,1,71,18,33,2,2,28,84,175,28,932,1,498,1,5,2802,269,2,1
210,25,12,2864,136,1,10,83,3,2,1,71,18,33,2,2,25,140,109,25,932,1,1767,1,12,20627,269,2,1
210,26,12,2865,136,1,10,83,3,2,1,71,18,33,2,2,26,178,191,26,932,1,502,1,5,2800,277,2,1
210,27,12,2866,136,1,10,83,3,2,1,71,18,33,2,2,27,201,249,27,932,1,497,1,5,2801,269,2,1
210,29,12,2867,136,1,10,83,3,2,1,71,18,33,2,2,29,108,104,29,932,1,523,1,5,2803,271,2,1
210,32,12,2868,136,1,10,83,3,2,1,71,18,33,2,2,32,192,232,32,932,1,1767,1,5,2804,277,2,1
210,36,6,2930,136,1,10,83,3,2,1,71,18,33,2,2,36,96,180,36,961,1,1767,1,5,2898,269,1,1
210,40,6,2930,136,1,10,83,3,2,1,71,18,33,2,2,40,190,211,40,961,1,1767,1,5,2901,269,1,1
210,35,6,2955,136,1,10,83,3,2,1,71,18,33,2,2,35,208,202,35,961,1,1767,1,5,2805,269,1,1
210,143,6,2956,136,1,10,83,3,2,1,71,18,33,2,2,143,243,240,143,961,1,1767,1,5,2900,271,1,1
210,40,6,2957,136,1,10,83,3,2,1,71,18,33,2,2,40,190,211,40,961,1,1767,1,5,2899,269,1,1
210,44,6,2958,136,1,10,83,3,2,1,71,18,33,2,2,44,258,51,44,961,1,1767,1,5,2899,269,1,1
210,48,6,2959,136,1,10,83,3,2,1,71,18,33,2,2,48,239,100,48,961,1,1767,1,5,2902,269,1,1
210,49,6,2960,136,1,10,83,3,2,1,71,18,33,2,2,49,6,10,49,961,1,1767,1,5,2900,271,1,1
210,53,6,2961,136,1,10,83,3,2,1,71,18,33,2,2,53,169,200,53,961,1,1767,1,5,2903,271,1,1
210,65,6,2962,136,1,10,83,3,2,1,71,18,33,2,2,65,193,25,65,961,1,1767,1,5,2904,277,1,1
210,66,6,2962,136,1,10,83,3,2,1,71,18,33,2,2,66,141,110,66,961,1,1767,1,12,20627,269,1,1
210,66,6,2963,136,1,10,83,3,2,1,71,18,33,2,2,66,206,75,66,961,1,1767,1,5,2905,271,1,1
210,75,6,2964,136,1,10,83,3,2,1,71,18,33,2,2,75,6,10,75,961,1,1767,1,5,2906,271,1,1
210,30,6,2965,136,1,10,83,3,2,1,71,18,33,2,2,30,12,26,30,961,1,1767,1,5,2900,277,1,1
210,185,6,2966,136,1,10,83,3,2,1,71,18,33,2,2,185,250,38,185,961,1,1767,1,5,2900,271,1,1
210,198,6,2967,136,1,10,83,3,2,1,71,18,33,2,2,198,104,248,198,961,1,1767,1,5,2900,271,1,1
210,70,6,2968,136,1,10,83,3,2,1,71,18,33,2,2,70,259,50,70,961,1,1767,1,5,2906,269,1,1
210,74,6,2969,136,1,10,83,3,2,1,71,18,33,2,2,74,22,97,74,961,1,1767,1,5,2907,269,1,1
210,78,6,2970,136,1,10,83,3,2,1,71,18,33,2,2,78,8,28,78,961,1,1767,1,5,2908,271,1,1
210,274,6,2971,136,1,10,83,3,2,1,71,18,33,2,2,274,14,36,274,961,1,1767,1,5,2909,271,1,1
210,84,6,2972,136,1,10,83,3,2,1,71,18,33,2,2,84,17,147,84,961,1,1767,1,5,2910,269,1,1
210,85,6,2972,136,1,10,83,3,2,1,71,18,33,2,2,85,138,114,85,961,1,1767,1,12,20627,269,1,1
210,86,6,2973,136,1,10,83,3,2,1,71,18,33,2,2,86,114,258,86,961,1,1767,1,5,2911,271,1,1
210,93,6,2974,136,1,10,83,3,2,1,71,18,33,2,2,93,16,53,93,961,1,1767,1,5,2912,271,1,1
210,108,6,2975,136,1,10,83,3,2,1,71,18,33,2,2,108,244,15,108,961,1,1767,1,5,2913,271,1,1
210,109,6,2975,136,1,10,83,3,2,1,71,18,33,2,2,109,18,244,109,961,1,1767,1,5,2914,271,1,1
210,110,6,2975,136,1,10,83,3,2,1,71,18,33,2,2,110,54,20,110,961,1,1767,1,12,20627,269,1,1
210,113,13,3210,136,1,10,83,3,2,1,71,18,33,2,2,113,182,221,113,1091,1,1767,1,16,3270,269,2,1
210,130,13,3210,136,1,10,83,3,2,1,71,18,33,2,2,130,88,169,130,1091,1,1767,1,16,3272,269,2,1
210,112,13,3339,136,1,10,83,3,2,1,71,18,33,2,2,112,112,142,112,1091,1,1767,1,5,2915,269,2,1
210,129,13,3340,136,1,10,83,3,2,1,71,18,33,2,2,129,251,31,129,1091,1,1767,1,16,3271,269,2,1
210,138,13,3341,136,1,10,83,3,2,1,71,18,33,2,2,138,111,145,138,1091,1,1767,1,16,3273,269,2,1
210,139,13,3501,136,1,10,83,3,2,1,71,18,33,2,2,139,77,226,139,1091,1,1767,1,16,3274,269,3,1
211,23,12,2835,137,1,7,259,3,1,1,71,18,5,2,2,23,187,209,23,933,1,503,1,15,2806,269,3,1
211,28,12,2860,137,1,7,259,3,1,1,71,18,5,2,2,28,84,175,28,933,1,500,1,5,2809,269,2,1
211,25,12,2869,137,1,7,259,3,1,1,71,18,5,2,2,25,140,109,25,933,1,1767,1,12,20627,269,2,1
211,26,12,2870,137,1,7,259,3,1,1,71,18,5,2,2,26,178,191,26,933,1,504,1,5,2807,277,2,1
211,27,12,2871,137,1,7,259,3,1,1,71,18,5,2,2,27,201,249,27,933,1,499,1,5,2808,269,2,1
211,29,12,2872,137,1,7,259,3,1,1,71,18,5,2,2,29,108,104,29,933,1,524,1,5,2810,271,2,1
211,32,12,2873,137,1,7,259,3,1,1,71,18,5,2,2,32,192,232,32,933,1,1767,1,5,2811,277,2,1
211,36,6,3054,137,1,7,259,3,1,1,71,18,5,2,2,36,96,180,36,1028,1,1767,1,5,3007,269,4,1
211,40,6,3054,137,1,7,259,3,1,1,71,18,5,2,2,40,190,211,40,1028,1,1767,1,5,3015,269,4,1
211,35,6,3061,137,1,7,259,3,1,1,71,18,5,2,2,35,208,202,35,1028,1,1767,1,5,2812,269,4,1
211,143,6,3062,137,1,7,259,3,1,1,71,18,5,2,2,143,243,240,143,1028,1,1767,1,5,3009,271,4,1
211,198,6,3063,137,1,7,259,3,1,1,71,18,5,2,2,198,104,248,198,1028,1,1767,1,5,3009,271,4,1
211,185,6,3064,137,1,7,259,3,1,1,71,18,5,2,2,185,250,38,185,1028,1,1767,1,5,3009,271,4,1
211,30,6,3065,137,1,7,259,3,1,1,71,18,5,2,2,30,12,26,30,1028,1,1767,1,5,3009,277,4,1
211,49,6,3066,137,1,7,259,3,1,1,71,18,5,2,2,49,6,10,49,1028,1,1767,1,5,3009,271,4,1
211,44,6,3067,137,1,7,259,3,1,1,71,18,5,2,2,44,258,51,44,1028,1,1767,1,5,3009,269,4,1
211,48,6,3068,137,1,7,259,3,1,1,71,18,5,2,2,48,239,100,48,1028,1,1767,1,5,3010,269,4,1
211,53,6,3069,137,1,7,259,3,1,1,71,18,5,2,2,53,169,200,53,1028,1,1767,1,5,3011,271,4,1
211,65,6,3070,137,1,7,259,3,1,1,71,18,5,2,2,65,193,25,65,1028,1,1767,1,5,3012,277,4,1
211,66,6,3070,137,1,7,259,3,1,1,71,18,5,2,2,66,141,110,66,1028,1,1767,1,12,20627,269,4,1
211,66,6,3071,137,1,7,259,3,1,1,71,18,5,2,2,66,206,75,66,1028,1,1767,1,5,3013,271,4,1
211,40,6,3072,137,1,7,259,3,1,1,71,18,5,2,2,40,190,211,40,1028,1,1767,1,5,3008,269,4,1
211,75,6,3073,137,1,7,259,3,1,1,71,18,5,2,2,75,6,10,75,1028,1,1767,1,5,3016,271,4,1
211,70,6,3074,137,1,7,259,3,1,1,71,18,5,2,2,70,259,50,70,1028,1,1767,1,5,3016,269,4,1
211,74,6,3074,137,1,7,259,3,1,1,71,18,5,2,2,74,22,97,74,1028,1,1767,1,5,3017,269,4,1
211,78,6,3075,137,1,7,259,3,1,1,71,18,5,2,2,78,8,28,78,1028,1,1767,1,5,3017,271,4,1
211,274,6,3076,137,1,7,259,3,1,1,71,18,5,2,2,274,14,36,274,1028,1,1767,1,5,3018,271,4,1
211,84,6,3077,137,1,7,259,3,1,1,71,18,5,2,2,84,17,147,84,1028,1,1767,1,5,3019,269,4,1
211,85,6,3077,137,1,7,259,3,1,1,71,18,5,2,2,85,138,114,85,1028,1,1767,1,12,20627,269,4,1
211,86,6,3078,137,1,7,259,3,1,1,71,18,5,2,2,86,114,258,86,1028,1,1767,1,5,3020,271,4,1
211,93,6,3079,137,1,7,259,3,1,1,71,18,5,2,2,93,16,53,93,1028,1,1767,1,5,3021,271,4,1
211,108,6,3080,137,1,7,259,3,1,1,71,18,5,2,2,108,244,15,108,1028,1,1767,1,5,3022,271,4,1
211,109,6,3081,137,1,7,259,3,1,1,71,18,5,2,2,109,18,244,109,1028,1,1767,1,5,3023,271,4,1
211,110,6,3082,137,1,7,259,3,1,1,71,18,5,2,2,110,54,20,110,1028,1,1767,1,12,20627,269,4,1
211,113,13,3162,137,1,7,259,3,1,1,71,18,5,2,2,113,182,221,113,1063,1,1767,1,12,3110,269,5,1
211,130,13,3162,137,1,7,259,3,1,1,71,18,5,2,2,130,88,169,130,1063,1,1767,1,12,3112,269,5,1
211,112,13,3163,137,1,7,259,3,1,1,71,18,5,2,2,112,112,142,112,1063,1,1767,1,5,3024,269,5,1
211,129,13,3164,137,1,7,259,3,1,1,71,18,5,2,2,129,251,31,129,1063,1,1767,1,12,3111,269,5,1
211,138,13,3165,137,1,7,259,3,1,1,71,18,5,2,2,138,111,145,138,1063,1,1767,1,12,3113,269,5,1
211,139,13,3501,137,1,7,259,3,1,1,71,18,5,2,2,139,77,226,139,1063,1,1767,1,12,3114,269,3,1
212,23,11,2702,416,2,7,144,3,1,1,71,18,61,2,2,23,187,209,23,944,1,513,1,14,2818,269,1,1
212,28,11,2878,416,2,7,144,3,1,1,71,18,61,2,2,28,84,175,28,944,1,506,1,14,2821,269,4,1
212,25,11,2879,416,2,7,144,3,1,1,71,18,61,2,2,25,140,109,25,944,1,1767,1,12,20627,269,4,1
212,26,11,2880,416,2,7,144,3,1,1,71,18,61,2,2,26,178,191,26,944,1,514,1,14,2819,277,4,1
212,27,11,2881,416,2,7,144,3,1,1,71,18,61,2,2,27,201,249,27,944,1,505,1,14,2820,269,4,1
212,36,6,2987,416,2,7,144,3,1,1,71,18,61,2,2,36,96,180,36,1004,1,1767,1,5,2927,269,1,1
212,40,6,2987,416,2,7,144,3,1,1,71,18,61,2,2,40,190,211,40,1004,1,1767,1,5,2934,269,1,1
212,29,6,2988,416,2,7,144,3,1,1,71,18,61,2,2,29,108,104,29,1004,1,527,1,14,2822,271,1,1
212,32,6,2989,416,2,7,144,3,1,1,71,18,61,2,2,32,192,232,32,1004,1,1767,1,5,2925,277,1,1
212,35,6,2990,416,2,7,144,3,1,1,71,18,61,2,2,35,208,202,35,1004,1,1767,1,5,2926,269,1,1
212,143,6,2991,416,2,7,144,3,1,1,71,18,61,2,2,143,243,240,143,1004,1,1767,1,5,2929,271,1,1
212,198,6,2992,416,2,7,144,3,1,1,71,18,61,2,2,198,104,248,198,1004,1,1767,1,5,2928,271,1,1
212,185,6,2993,416,2,7,144,3,1,1,71,18,61,2,2,185,250,38,185,1004,1,1767,1,5,2928,271,1,1
212,30,6,2994,416,2,7,144,3,1,1,71,18,61,2,2,30,12,26,30,1004,1,1767,1,5,2928,277,1,1
212,49,6,2995,416,2,7,144,3,1,1,71,18,61,2,2,49,6,10,49,1004,1,1767,1,5,2928,271,1,1
212,44,6,2996,416,2,7,144,3,1,1,71,18,61,2,2,44,258,51,44,1004,1,1767,1,5,2928,269,1,1
212,48,6,2996,416,2,7,144,3,1,1,71,18,61,2,2,48,239,100,48,1004,1,1767,1,5,2930,269,1,1
212,53,6,2997,416,2,7,144,3,1,1,71,18,61,2,2,53,169,200,53,1004,1,1767,1,5,2931,271,1,1
212,65,6,2998,416,2,7,144,3,1,1,71,18,61,2,2,65,193,25,65,1004,1,1767,1,5,2932,277,1,1
212,66,6,2998,416,2,7,144,3,1,1,71,18,61,2,2,66,141,110,66,1004,1,1767,1,12,20627,269,1,1
212,66,6,2999,416,2,7,144,3,1,1,71,18,61,2,2,66,206,75,66,1004,1,1767,1,5,2933,271,1,1
212,40,6,3000,416,2,7,144,3,1,1,71,18,61,2,2,40,190,211,40,1004,1,1767,1,5,2928,269,1,1
212,75,6,3001,416,2,7,144,3,1,1,71,18,61,2,2,75,6,10,75,1004,1,1767,1,5,2935,271,1,1
212,70,6,3002,416,2,7,144,3,1,1,71,18,61,2,2,70,259,50,70,1004,1,1767,1,5,2935,269,1,1
212,74,6,3003,416,2,7,144,3,1,1,71,18,61,2,2,74,22,97,74,1004,1,1767,1,5,2936,269,1,1
212,78,6,3004,416,2,7,144,3,1,1,71,18,61,2,2,78,8,28,78,1004,1,1767,1,5,2937,271,1,1
212,274,6,3005,416,2,7,144,3,1,1,71,18,61,2,2,274,14,36,274,1004,1,1767,1,5,2938,271,1,1
212,84,6,3006,416,2,7,144,3,1,1,71,18,61,2,2,84,17,147,84,1004,1,1767,1,5,2939,269,1,1
212,85,6,3006,416,2,7,144,3,1,1,71,18,61,2,2,85,138,114,85,1004,1,1767,1,12,20627,269,1,1
212,86,6,3007,416,2,7,144,3,1,1,71,18,61,2,2,86,114,258,86,1004,1,1767,1,5,2940,271,1,1
212,93,6,3008,416,2,7,144,3,1,1,71,18,61,2,2,93,16,53,93,1004,1,1767,1,5,2941,271,1,1
212,108,6,3009,416,2,7,144,3,1,1,71,18,61,2,2,108,244,15,108,1004,1,1767,1,5,2942,271,1,1
212,109,6,3010,416,2,7,144,3,1,1,71,18,61,2,2,109,18,244,109,1004,1,1767,1,5,2943,271,1,1
212,110,6,3010,416,2,7,144,3,1,1,71,18,61,2,2,110,54,20,110,1004,1,1767,1,12,20627,269,1,1
212,112,13,3014,416,2,7,144,3,1,1,71,18,61,2,2,112,112,142,112,1005,1,1767,1,5,2944,269,1,1
212,129,13,3015,416,2,7,144,3,1,1,71,18,61,2,2,129,251,31,129,1005,1,1767,1,12,2951,269,1,1
212,138,13,3016,416,2,7,144,3,1,1,71,18,61,2,2,138,111,145,138,1005,1,1767,1,12,2953,269,1,1
212,113,13,3028,416,2,7,144,3,1,1,71,18,61,2,2,113,182,221,113,1005,1,1767,1,12,2950,269,2,1
212,130,13,3028,416,2,7,144,3,1,1,71,18,61,2,2,130,88,169,130,1005,1,1767,1,12,2952,269,2,1
212,139,13,3118,416,2,7,144,3,1,1,71,18,61,2,2,139,77,226,139,1005,1,1767,1,12,2954,269,3,1
213,23,16,2788,416,1,7,86,1,1,1,71,18,5,2,2,23,187,209,23,945,1,516,1,19,2824,269,2,1
213,28,16,2878,416,1,7,86,1,1,1,71,18,5,2,2,28,84,175,28,945,1,510,1,19,2832,269,4,1
213,25,16,2886,416,1,7,86,1,1,1,71,18,5,2,2,25,140,109,25,945,1,1767,1,9,20627,269,4,1
213,26,16,2887,416,1,7,86,1,1,1,71,18,5,2,2,26,178,191,26,945,1,518,1,19,2830,277,4,1
213,27,16,2888,416,1,7,86,1,1,1,71,18,5,2,2,27,201,249,27,945,1,509,1,19,2831,269,4,1
213,36,13,2930,416,1,7,86,1,1,1,71,18,5,2,2,36,96,180,36,1083,1,1767,1,13,3159,269,1,1
213,40,13,2986,416,1,7,86,1,1,1,71,18,5,2,2,40,190,211,40,1083,1,1767,1,13,3161,269,3,1
213,113,13,3210,416,1,7,86,1,1,1,71,18,5,2,2,113,182,221,113,1084,1,1767,1,13,3176,269,2,1
213,130,13,3210,416,1,7,86,1,1,1,71,18,5,2,2,130,88,169,130,1084,1,1767,1,13,3178,269,2,1
213,29,13,3211,416,1,7,86,1,1,1,71,18,5,2,2,29,108,104,29,1083,1,529,1,19,2833,271,2,1
213,32,13,3212,416,1,7,86,1,1,1,71,18,5,2,2,32,192,232,32,1083,1,1767,1,13,3153,271,2,1
213,174,13,3213,416,1,7,86,1,1,1,71,18,5,2,2,174,125,24,174,1083,1,1767,1,13,3154,271,2,1
213,176,13,3214,416,1,7,86,1,1,1,71,18,5,2,2,176,1,3,176,1083,1,1767,1,13,3155,271,2,1
213,177,13,3215,416,1,7,86,1,1,1,71,18,5,2,2,177,8,28,177,1083,1,1767,1,13,3156,275,2,1
213,180,13,3216,416,1,7,86,1,1,1,71,18,5,2,2,180,168,140,180,1083,1,1767,1,13,3157,271,2,1
213,35,13,3217,416,1,7,86,1,1,1,71,18,5,2,2,35,208,202,35,1083,1,1767,1,13,3158,269,2,1
213,143,13,3218,416,1,7,86,1,1,1,71,18,5,2,2,143,243,240,143,1083,1,1767,1,13,3160,271,2,1
213,40,13,3219,416,1,7,86,1,1,1,71,18,5,2,2,40,190,211,40,1083,1,1767,1,13,3160,269,2,1
213,44,13,3220,416,1,7,86,1,1,1,71,18,5,2,2,44,258,51,44,1083,1,1767,1,13,3160,269,2,1
213,49,13,3221,416,1,7,86,1,1,1,71,18,5,2,2,49,6,10,49,1083,1,1767,1,13,3160,271,2,1
213,30,13,3222,416,1,7,86,1,1,1,71,18,5,2,2,30,12,26,30,1083,1,1767,1,13,3160,277,2,1
213,185,13,3223,416,1,7,86,1,1,1,71,18,5,2,2,185,250,38,185,1083,1,1767,1,13,3160,271,2,1
213,198,13,3224,416,1,7,86,1,1,1,71,18,5,2,2,198,104,248,198,1083,1,1767,1,13,3160,271,2,1
213,48,13,3225,416,1,7,86,1,1,1,71,18,5,2,2,48,239,100,48,1083,1,1767,1,13,3162,269,2,1
213,53,13,3226,416,1,7,86,1,1,1,71,18,5,2,2,53,169,200,53,1083,1,1767,1,13,3163,271,2,1
213,65,13,3227,416,1,7,86,1,1,1,71,18,5,2,2,65,193,25,65,1083,1,1767,1,13,3164,277,2,1
213,66,13,3228,416,1,7,86,1,1,1,71,18,5,2,2,66,141,110,66,1083,1,1767,1,9,20627,269,2,1
213,66,13,3229,416,1,7,86,1,1,1,71,18,5,2,2,66,206,75,66,1083,1,1767,1,13,3165,271,2,1
213,75,13,3230,416,1,7,86,1,1,1,71,18,5,2,2,75,6,10,75,1083,1,1767,1,13,3166,271,2,1
213,70,13,3231,416,1,7,86,1,1,1,71,18,5,2,2,70,259,50,70,1083,1,1767,1,13,3166,269,2,1
213,74,13,3232,416,1,7,86,1,1,1,71,18,5,2,2,74,22,97,74,1084,1,1767,1,13,3167,269,2,1
213,78,13,3233,416,1,7,86,1,1,1,71,18,5,2,2,78,8,28,78,1084,1,1767,1,13,3168,271,2,1
213,274,13,3234,416,1,7,86,1,1,1,71,18,5,2,2,274,14,36,274,1084,1,1767,1,13,3169,271,2,1
213,84,13,3235,416,1,7,86,1,1,1,71,18,5,2,2,84,17,147,84,1084,1,1767,1,13,3170,269,2,1
213,85,13,3235,416,1,7,86,1,1,1,71,18,5,2,2,85,138,114,85,1084,1,1767,1,9,20627,269,2,1
213,86,13,3236,416,1,7,86,1,1,1,71,18,5,2,2,86,114,258,86,1084,1,1767,1,13,3171,271,2,1
213,93,13,3237,416,1,7,86,1,1,1,71,18,5,2,2,93,16,53,93,1084,1,1767,1,13,3172,271,2,1
213,108,13,3238,416,1,7,86,1,1,1,71,18,5,2,2,108,244,15,108,1084,1,1767,1,13,3173,271,2,1
213,109,13,3239,416,1,7,86,1,1,1,71,18,5,2,2,109,18,244,109,1084,1,1767,1,13,3174,271,2,1
213,110,13,3240,416,1,7,86,1,1,1,71,18,5,2,2,110,54,20,110,1084,1,1767,1,9,20627,269,2,1
213,112,13,3241,416,1,7,86,1,1,1,71,18,5,2,2,112,112,142,112,1084,1,1767,1,13,3175,269,2,1
213,129,13,3242,416,1,7,86,1,1,1,71,18,5,2,2,129,251,31,129,1084,1,1767,1,13,3177,269,2,1
213,138,13,3243,416,1,7,86,1,1,1,71,18,5,2,2,138,111,145,138,1084,1,1767,1,13,3179,269,2,1
