Case ID,Activity,Resource,Complete Timestamp,(case) caseStatus,(case) case_type,(case) last_phase,(case) requestComplete,activityNameEN,activityNameNL,concept:name,dateFinished,lifecycle:transition,monitoringResource,question
609,176,4,20411,0,0,16,1,101,190,176,2073,0,11,409
657,198,8,5688,0,0,24,1,84,181,198,3245,0,11,50
945,43,18,1898,1,0,8,1,46,225,43,352,0,13,411
1070,35,4,22122,0,0,24,1,239,7,35,2335,0,4,409
797,30,15,13341,0,0,12,0,91,193,30,1630,0,15,409
1155,325,21,9193,1,0,6,0,264,14,325,653,0,13,411
133,68,13,13172,0,0,23,1,206,26,68,1265,0,4,417
343,44,4,2519,0,0,23,0,202,230,44,2907,0,4,152
75,68,15,15505,0,0,23,1,206,26,68,1523,0,15,417
943,76,13,9167,0,0,6,1,22,107,76,647,0,13,409
830,123,6,23315,1,0,6,0,225,171,123,2853,0,7,409
457,101,1,23732,0,0,24,0,262,213,101,2597,0,21,411
872,120,6,22296,1,0,6,1,225,171,120,2674,0,8,409
290,234,13,3245,0,0,23,1,263,262,234,3140,0,13,411
405,25,8,6088,1,0,23,1,200,229,25,3613,0,9,409
1012,143,13,20649,1,0,6,0,160,129,143,2372,0,13,409
888,28,4,3641,0,0,6,1,214,272,28,2950,0,18,411
872,248,6,24135,1,0,6,1,206,26,248,2674,0,8,417
503,251,10,17096,0,0,24,0,213,218,251,1729,0,11,409
260,138,7,5874,0,0,23,1,272,32,138,3272,0,8,409
964,76,13,10955,1,0,6,1,22,107,76,917,0,13,409
881,250,15,2636,1,0,8,0,41,85,250,3037,0,15,417
968,141,8,14768,1,0,6,0,95,186,141,1467,0,9,409
940,29,4,505,1,0,8,1,214,272,29,156,0,13,409
440,119,6,18176,1,0,6,1,195,242,119,1945,0,8,409
283,183,4,23019,0,0,23,1,12,27,183,2806,0,4,417
792,139,6,16722,0,0,6,1,95,186,139,1667,0,7,409
1018,138,8,19059,1,0,6,1,272,32,138,2020,0,9,409
555,42,4,15806,1,0,6,0,203,231,42,1556,0,15,409
51,50,5,668,0,0,23,1,258,110,50,178,0,10,409
1101,89,6,2620,1,0,6,1,123,282,89,3034,0,9,411
213,29,5,16443,0,0,16,1,214,272,29,2120,0,15,409
645,131,6,22628,1,0,6,1,162,131,131,2754,0,2,409
1027,43,4,17876,1,0,6,0,46,225,43,1743,0,13,411
941,30,8,637,1,0,8,1,91,193,30,1216,0,13,409
1181,96,4,1592,1,0,6,1,16,59,96,315,0,4,411
1000,81,13,18586,1,0,6,0,180,219,81,2015,0,13,411
98,25,9,694,1,0,1,1,200,229,25,293,0,10,409
699,63,13,1361,1,0,6,1,152,121,63,278,0,13,409
604,30,9,20098,0,0,25,1,91,193,30,2027,0,13,409
86,202,8,10588,1,0,1,1,37,18,202,877,0,9,409
708,131,6,629,0,0,6,1,162,131,131,174,0,7,409
180,31,8,13170,1,0,23,1,116,115,31,2201,0,13,411
929,115,13,8708,1,0,8,0,18,267,115,596,0,13,411
49,281,5,9791,0,0,23,1,1,3,281,454,0,4,411
711,142,6,974,0,0,6,1,94,184,142,230,0,7,409
714,121,6,22048,0,0,7,0,120,154,121,2319,0,7,409
269,44,4,19945,0,0,23,1,202,230,44,2171,0,13,349
724,285,13,11637,1,0,6,0,14,38,285,1032,0,13,411
501,27,8,10296,0,0,7,1,151,120,27,831,0,2,409
478,54,10,13777,0,0,8,0,6,8,54,1109,0,11,411
176,27,4,13029,0,0,23,1,151,120,27,1241,0,2,409
374,28,9,5783,0,0,23,1,214,272,28,3259,0,15,417
371,251,15,4607,0,0,1,0,213,218,251,3375,0,15,409
339,234,10,3857,0,0,1,1,263,262,234,2951,0,11,411
62,188,6,6857,1,0,23,1,7,29,188,3755,0,10,415
998,44,18,12264,0,0,6,1,202,230,44,1098,0,13,409
1010,96,13,17397,1,0,6,0,16,59,96,1824,0,13,411
255,77,1,23291,0,0,23,1,22,107,77,569,0,1,409
51,89,6,1432,0,0,23,1,123,282,89,296,0,10,411
845,140,8,11647,1,0,8,1,241,174,140,1002,0,9,409
540,26,4,14255,0,0,1,1,3,5,26,1407,0,15,411
1114,30,21,3442,1,0,24,1,91,193,30,3165,0,13,409
909,118,13,6256,1,0,24,1,65,72,118,3659,0,13,411
851,167,8,7458,0,0,24,1,247,257,167,3560,0,9,409
239,285,15,17687,1,0,23,1,14,38,285,1874,0,15,411
811,81,13,18291,0,0,6,1,180,219,81,1957,0,13,411
394,31,4,5286,0,0,23,1,116,115,31,3479,0,4,411
390,27,4,4796,0,0,23,1,151,120,27,3404,0,2,409
75,96,15,15515,0,0,23,1,16,59,96,1523,0,15,411
442,73,15,8087,1,0,23,1,281,55,73,499,0,15,409
355,116,13,575,0,0,16,1,58,20,116,169,0,13,409
770,256,10,16376,0,0,24,0,148,123,256,1637,0,11,409
57,114,13,1176,0,0,23,1,264,14,114,263,0,10,411
265,46,13,21859,0,0,23,1,280,56,46,2565,0,13,409
977,47,18,10317,0,0,24,1,47,109,47,837,0,13,411
59,118,6,10461,0,0,23,1,120,154,118,857,0,4,409
10,297,4,12287,0,0,23,1,184,226,297,2036,0,1,409
842,304,6,3573,0,0,8,0,99,194,304,3183,0,15,409
1021,171,18,16206,1,0,1,0,116,115,171,1614,0,13,411
218,81,6,18063,0,0,23,1,7,29,81,1914,0,3,411
626,37,1,10128,0,0,24,0,221,221,37,707,0,1,409
965,55,13,10795,0,0,16,0,180,219,55,896,0,13,411
798,122,10,21203,0,0,24,0,191,243,122,3266,0,11,409
441,26,8,555,1,0,6,1,3,5,26,1444,0,15,411
829,196,8,7458,0,0,24,1,271,40,196,3560,0,15,417
969,135,8,15943,1,0,6,1,198,235,135,1590,0,9,400
1071,135,8,23687,1,0,24,1,198,235,135,2910,0,13,400
126,31,9,11980,0,0,5,1,116,115,31,718,0,4,411
915,116,13,2211,1,0,6,1,58,20,116,62,0,13,409
370,81,13,6463,0,0,23,1,180,219,81,3691,0,13,411
625,96,15,21912,1,0,6,1,16,59,96,2575,0,15,411
54,27,4,7848,0,0,16,1,151,120,27,3625,0,9,409
594,290,1,16269,0,0,24,1,141,211,290,1480,0,1,417
929,35,4,6616,1,0,8,0,239,7,35,3718,0,13,409
384,96,15,7207,1,0,23,0,16,59,96,3804,0,15,411
155,55,15,13304,0,0,23,1,180,219,55,1278,0,10,411
571,38,4,17131,0,0,6,1,104,198,38,1722,0,15,409
892,47,13,3366,0,0,12,0,47,109,47,3151,0,13,411
817,55,13,18452,0,0,6,1,180,219,55,1989,0,13,411
1036,27,4,18798,1,0,6,0,151,120,27,1780,0,13,409
658,171,4,22608,0,0,6,1,116,115,171,2737,0,13,411
343,30,4,23676,0,0,23,0,91,193,30,2907,0,4,409
521,63,13,17562,0,0,7,0,152,121,63,1853,0,2,409
1127,88,21,7511,1,0,6,1,149,126,88,3566,0,13,409
526,25,8,11723,0,0,7,1,200,229,25,1131,0,9,409
405,116,13,7307,1,0,23,1,58,20,116,3815,0,2,409
518,185,4,11782,1,0,6,1,205,254,185,1052,0,14,417
205,42,15,19812,1,0,23,1,203,231,42,2233,0,15,409
33,208,4,7616,0,0,16,1,171,143,208,3590,0,9,409
152,38,13,13261,1,0,23,1,104,198,38,1275,0,4,409
170,251,15,17282,0,0,23,1,213,218,251,1516,0,15,409
1063,43,4,20056,1,0,6,1,46,225,43,2262,0,13,411
624,87,13,22943,1,0,6,0,17,161,87,2798,0,13,409
304,29,4,20928,0,0,23,1,214,272,29,2444,0,15,409
732,127,13,10097,1,0,6,1,282,57,127,702,0,13,409
948,146,8,12939,1,0,6,0,46,225,146,1104,0,9,411
726,88,15,8205,0,0,6,1,149,126,88,511,0,15,409
1038,47,4,17750,1,0,6,1,47,109,47,1876,0,13,411
411,185,4,6732,0,0,23,0,205,254,185,3727,0,4,417
313,285,4,21569,0,0,23,1,14,38,285,2543,0,4,411
1149,116,21,248,1,0,6,1,58,20,116,120,0,13,409
822,171,4,16539,0,0,5,1,116,115,171,1667,0,15,411
1175,117,21,9548,1,0,6,1,235,180,117,411,0,13,409
877,229,13,5785,1,0,24,0,105,274,229,3266,0,13,409
159,152,6,14690,0,0,23,1,263,262,152,1460,0,10,411
896,111,6,20362,1,0,6,0,82,247,111,2083,0,13,409
806,23,1,19572,0,0,24,1,238,167,23,2421,0,19,409
1086,27,4,23830,0,0,12,0,151,120,27,2615,0,13,409
216,27,5,16492,1,0,23,1,151,120,27,1654,0,2,409
917,121,13,13293,1,0,8,0,120,154,121,1277,0,13,409
301,63,15,21284,0,0,23,1,152,121,63,2489,0,20,409
752,29,4,8399,0,0,24,1,214,272,29,550,0,19,409
817,372,13,18452,0,0,6,1,27,90,372,1989,0,13,411
497,46,15,11739,1,0,23,1,280,56,46,1047,0,15,409
1160,117,4,1036,1,0,6,1,235,180,117,243,0,4,409
592,116,13,22243,0,0,6,1,58,20,116,2678,0,2,409
362,81,15,6357,0,0,23,0,180,219,81,3675,0,15,411
699,36,4,4644,1,0,6,1,45,220,36,277,0,13,411
834,253,13,20647,1,0,6,0,154,122,253,2371,0,13,409
1000,96,13,18586,1,0,6,0,16,59,96,2015,0,13,411
368,27,4,3784,0,0,23,1,151,120,27,3201,0,20,409
660,139,6,4076,0,0,6,1,95,186,139,2996,0,7,409
67,87,5,7950,0,0,23,1,17,161,87,373,0,4,409
600,144,6,14341,1,0,6,1,60,91,144,1301,0,7,409
815,193,4,7685,0,0,24,1,246,153,193,3602,0,11,409
1052,256,18,2741,1,0,3,0,148,123,256,3062,0,11,409
9,135,8,5819,0,0,23,1,198,235,135,3268,0,10,400
636,63,15,3552,1,0,6,0,152,121,63,3180,0,15,409
422,289,15,460,0,0,23,1,206,26,289,147,0,15,417
626,188,1,10127,0,0,24,0,7,29,188,707,0,1,419
790,372,13,16722,0,0,6,1,27,90,372,1696,0,13,411
627,49,13,23802,1,0,6,1,258,110,49,2611,0,13,409
888,130,4,3641,0,0,6,1,159,128,130,2950,0,18,409
371,27,4,5486,0,0,1,0,151,120,27,3219,0,15,409
981,248,7,16270,0,0,6,1,206,26,248,1481,0,8,417
769,30,8,10949,1,0,6,1,91,193,30,916,0,9,409
1023,89,13,20572,1,0,6,0,123,282,89,2363,0,13,411
156,30,9,10957,0,0,23,1,91,193,30,919,0,10,409
1085,25,18,21443,0,0,24,1,200,229,25,2615,0,13,409
1101,40,4,3969,1,0,6,1,183,227,40,2973,0,13,417
676,116,13,3687,0,0,6,1,58,20,116,3195,0,13,409
398,32,15,1572,1,0,23,1,125,0,32,313,0,4,417
1172,248,21,9193,1,0,6,1,206,26,248,653,0,13,417
1011,143,13,20112,1,0,8,1,160,129,143,2035,0,13,409
430,188,4,795,0,0,8,0,7,29,188,1925,0,1,419
1063,142,8,23303,1,0,6,1,94,184,142,2850,0,13,409
58,28,9,6539,0,0,23,1,190,209,28,2510,0,10,411
355,96,13,573,0,0,16,1,16,59,96,169,0,13,411
861,167,4,3421,0,0,24,1,247,257,167,3161,0,20,409
727,199,4,9771,0,0,24,1,126,162,199,449,0,11,417
701,138,6,6640,0,0,6,1,272,32,138,3724,0,7,409
1128,123,8,931,1,0,6,1,225,171,123,216,0,13,409
327,28,9,22752,0,0,23,1,214,272,28,2769,0,15,417
561,229,13,17852,1,0,6,1,105,274,229,1900,0,2,409
869,63,15,23497,0,0,6,1,152,121,63,2890,0,15,409
601,116,15,19748,1,0,6,1,58,20,116,2215,0,2,409
881,28,9,23090,1,0,8,0,214,272,28,2818,0,15,417
477,198,8,15809,0,0,16,1,84,181,198,1559,0,13,31
78,73,13,15567,0,0,23,1,281,55,73,1527,0,13,409
1153,88,21,931,1,0,6,1,149,126,88,216,0,13,409
282,131,4,4216,0,0,23,1,162,131,131,3303,0,4,409
1132,29,18,4755,0,0,1,1,214,272,29,3401,0,4,409
902,248,13,7878,0,0,24,0,206,26,248,3630,0,13,417
162,27,9,11658,0,0,23,1,151,120,27,1036,0,20,409
1109,43,4,3114,1,0,6,1,46,225,43,3111,0,8,411
895,267,13,7878,1,0,12,0,244,175,267,3630,0,13,409
333,44,9,23503,0,0,23,0,202,230,44,2810,0,15,363
78,225,13,15557,0,0,23,1,29,33,225,1527,0,13,409
70,28,9,7276,0,0,23,1,190,209,28,3811,0,10,411
869,115,15,23497,0,0,6,1,18,267,115,2890,0,15,411
936,36,4,2291,1,0,12,0,45,220,36,82,0,13,411
909,116,13,6256,1,0,24,1,58,20,116,3659,0,13,409
1009,256,4,17876,1,0,6,0,148,123,256,1743,0,13,409
1109,138,8,5219,1,0,6,1,272,32,138,3468,0,13,409
622,185,4,19320,0,0,6,1,205,254,185,2155,0,2,417
342,96,13,2122,0,0,15,0,16,59,96,41,0,13,411
591,66,13,19329,0,0,6,1,181,222,66,2156,0,13,411
966,47,18,9262,1,0,6,1,47,109,47,663,0,13,411
596,141,6,22856,1,0,6,0,95,186,141,2789,0,2,409
672,296,6,19049,0,0,6,0,46,225,296,2019,0,7,411
309,32,15,22358,1,0,23,1,125,0,32,2706,0,13,411
777,66,15,21997,0,0,6,0,181,222,66,2313,0,15,411
441,72,15,8855,1,0,6,1,104,198,72,1444,0,15,409
1083,118,21,5683,1,0,6,1,65,72,118,3244,0,13,411
1159,135,4,1036,1,0,6,1,198,235,135,243,0,4,400
660,30,4,22560,0,0,6,1,91,193,30,2742,0,15,409
417,166,10,16088,0,0,16,0,196,232,166,1731,0,11,409
680,27,4,2531,0,0,6,1,151,120,27,3616,0,15,409
592,222,13,19730,0,0,6,1,172,148,222,2223,0,2,409
577,171,4,18631,0,0,12,1,116,115,171,1762,0,11,411
222,27,4,16623,0,0,23,1,151,120,27,1686,0,2,409
597,115,15,2858,1,0,6,1,18,267,115,3087,0,13,411
223,159,3,18130,0,0,16,1,93,200,159,1934,0,3,409
488,138,6,10889,0,0,23,1,272,32,138,901,0,7,409
211,147,6,3855,1,0,23,0,119,158,147,446,0,8,409
770,188,4,14859,0,0,24,0,7,29,188,1138,0,11,419
432,33,9,1787,0,0,23,1,128,1,33,8,0,15,409
683,55,15,5888,0,0,6,1,180,219,55,3276,0,15,411
97,51,13,12918,1,0,23,1,5,9,51,1099,0,10,411
220,46,6,17946,0,0,23,1,280,56,46,1916,0,2,409
953,142,8,10288,1,0,8,1,94,184,142,829,0,9,409
782,137,6,15779,1,0,6,1,52,41,137,1554,0,7,417
511,25,4,10799,0,0,23,1,200,229,25,955,0,4,409
518,131,6,21440,1,0,6,1,162,131,131,2523,0,14,409
1009,119,13,17781,1,0,6,0,195,242,119,1881,0,13,409
737,135,6,12327,1,0,6,1,198,235,135,723,0,7,400
267,57,15,21429,0,0,23,1,206,26,57,2522,0,15,417
804,258,13,18124,0,0,6,0,215,75,258,1931,0,13,411
579,146,4,2009,0,0,24,1,46,225,146,364,0,1,411
727,207,4,9775,0,0,24,1,171,143,207,451,0,11,409
281,28,4,21994,0,0,23,1,214,272,28,2309,0,4,417
437,147,1,8655,0,0,23,1,119,158,147,584,0,1,409
312,57,4,21639,0,0,23,1,206,26,57,2547,0,4,417
397,217,13,1067,0,0,5,0,80,245,217,251,0,13,409
816,55,15,17523,0,0,6,1,180,219,55,1849,0,15,411
127,38,13,8553,1,0,23,1,104,198,38,1076,0,4,409
472,63,15,11449,0,0,23,0,152,121,63,983,0,2,409
1053,74,13,2341,1,0,6,0,48,106,74,2923,0,13,411
309,209,15,22360,1,0,23,1,112,271,209,2706,0,13,411
823,36,4,16722,1,0,6,1,45,220,36,1696,0,15,411
49,196,5,7058,0,0,23,1,271,40,196,3783,0,4,411
1163,188,18,2150,1,0,3,1,7,29,188,45,0,11,419
210,88,15,16715,0,0,23,1,149,126,88,1695,0,2,409
554,38,9,17210,0,0,2,1,104,198,38,1505,0,13,409
465,171,4,9581,0,0,23,1,116,115,171,420,0,13,411
421,33,4,16535,0,0,6,1,128,1,33,1665,0,21,409
848,28,4,19381,0,0,6,0,214,272,28,2165,0,13,417
864,292,6,23090,1,0,6,1,61,93,292,2748,0,15,409
549,32,13,18971,0,0,7,1,125,0,32,1809,0,13,411
723,135,6,10265,1,0,6,1,198,235,135,823,0,15,400
172,188,6,13618,0,0,23,1,7,29,188,1333,0,10,415
293,234,13,22692,0,0,23,1,263,262,234,2764,0,13,411
762,248,1,18513,1,0,11,0,206,26,248,2003,0,1,417
960,285,13,10317,1,0,8,1,14,38,285,837,0,13,411
228,285,6,17817,0,0,8,1,14,38,285,2690,0,21,411
974,325,13,15462,1,0,6,0,264,14,325,1475,0,13,411
54,203,8,16990,0,0,16,1,194,240,203,1715,0,4,409
440,26,8,447,1,0,6,1,3,5,26,146,0,15,411
557,49,15,16752,0,0,6,1,258,110,49,1701,0,15,409
477,63,13,16258,0,0,16,1,152,121,63,1479,0,13,409
110,73,13,14672,0,0,16,1,281,55,73,1454,0,1,409
236,42,13,17940,0,0,23,1,203,231,42,2450,0,1,409
314,119,1,9195,1,0,7,0,195,242,119,651,0,1,409
597,48,13,24038,1,0,6,1,280,56,48,2658,0,9,409
1117,27,4,3367,1,0,6,0,151,120,27,3152,0,7,409
948,124,13,12264,1,0,6,0,261,68,124,1098,0,13,411
589,87,15,19247,0,0,6,1,17,161,87,2143,0,15,409
560,252,4,19187,0,0,24,0,107,197,252,677,0,11,409
124,30,4,8285,0,0,16,1,91,193,30,529,0,4,409
297,171,8,12451,0,0,16,1,116,115,171,747,0,14,411
802,184,15,18796,0,0,6,1,33,45,184,1779,0,15,411
226,78,15,17009,1,0,23,1,5,9,78,1716,0,15,411
217,38,15,18713,0,0,23,1,104,198,38,1774,0,15,409
967,89,1,13085,0,0,24,0,123,282,89,1253,0,1,411
827,285,13,19585,1,0,6,1,14,38,285,2024,0,13,411
908,118,13,2167,1,0,6,1,65,72,118,54,0,13,411
600,63,13,19857,1,0,6,1,152,121,63,2652,0,7,409
896,100,13,20198,1,0,6,0,157,136,100,2043,0,13,409
829,227,15,20474,0,0,24,1,97,187,227,2280,0,15,409
95,55,13,8028,0,0,23,1,7,29,55,491,0,10,417
387,23,2,12135,0,0,23,1,238,167,23,1227,0,2,409
421,119,4,16353,0,0,6,1,195,242,119,1674,0,21,409
224,78,6,19508,0,0,23,1,5,9,78,2186,0,13,411
286,37,13,22765,0,0,23,1,221,221,37,2772,0,13,409
916,26,4,5306,1,0,6,1,3,5,26,3482,0,8,411
463,185,4,9452,1,0,23,1,205,254,185,395,0,13,417
384,148,6,2032,1,0,23,0,83,248,148,3805,0,7,409
866,47,15,22296,1,0,6,1,47,109,47,2688,0,15,411
1000,209,13,16351,1,0,6,0,112,271,209,1631,0,13,417
945,44,18,1898,1,0,8,1,202,230,44,352,0,13,409
894,116,13,5146,0,0,6,1,58,20,116,3453,0,13,409
744,262,13,17392,0,0,12,0,129,87,262,1823,0,13,417
31,88,6,654,0,0,23,1,149,126,88,180,0,2,409
809,96,15,17336,0,0,6,1,16,59,96,1814,0,15,411
766,140,6,14184,0,0,6,1,241,174,140,1394,0,7,409
1047,168,4,23245,0,0,24,1,153,150,168,2844,0,19,409
245,63,13,20042,0,0,16,1,152,121,63,2261,0,9,409
506,50,15,11787,0,0,23,1,258,110,50,1053,0,15,409
848,96,13,21511,0,0,6,0,16,59,96,2535,0,13,411
428,50,15,9941,0,0,23,1,258,110,50,475,0,15,409
133,225,13,14910,0,0,23,1,29,33,225,1146,0,4,409
1055,137,8,4006,1,0,6,0,52,41,137,2979,0,13,417
489,96,15,10929,0,0,7,1,16,59,96,909,0,15,411
498,77,15,12539,0,0,23,1,22,107,77,762,0,15,409
820,256,15,18452,0,0,6,0,148,123,256,1989,0,15,409
907,122,8,6175,1,0,24,1,191,243,122,3641,0,13,409
1157,27,4,7344,1,0,6,1,151,120,27,3820,0,4,409
383,89,15,6533,0,0,23,1,123,282,89,3705,0,15,411
1048,89,13,20715,1,0,6,1,123,282,89,2384,0,13,411
1106,116,8,8161,1,0,6,1,58,20,116,505,0,9,409
719,112,10,5681,1,0,11,0,245,176,112,525,0,11,409
699,245,13,1359,1,0,6,1,30,280,245,278,0,13,411
398,217,15,875,1,0,23,1,80,245,217,211,0,15,409
287,96,15,2821,0,0,23,1,16,59,96,3082,0,15,411
1084,143,8,2642,0,0,6,1,160,129,143,3038,0,9,409
396,96,15,2106,0,0,7,1,16,59,96,40,0,15,411
1121,55,21,5014,1,0,6,0,180,219,55,3438,0,13,411
982,140,8,3150,1,0,6,0,241,174,140,3073,0,13,409
1130,36,18,4755,1,0,6,1,45,220,36,3401,0,7,411
856,285,4,21440,0,0,24,1,14,38,285,2523,0,19,411
1026,372,4,17750,0,0,24,1,27,90,372,1876,0,18,411
115,210,13,11271,0,0,23,1,197,234,210,963,0,4,400
617,55,15,20147,1,0,6,0,180,219,55,2271,0,15,411
910,124,13,5146,0,0,6,1,261,68,124,3453,0,13,411
331,37,4,22748,0,0,23,0,221,221,37,2768,0,4,409
265,44,4,19945,0,0,23,1,202,230,44,2147,0,13,349
19,118,4,5075,0,0,5,1,120,154,118,3442,0,10,409
61,55,4,7022,0,0,16,1,7,29,55,2494,0,4,411
1040,185,18,17873,1,0,6,0,205,254,185,1905,0,13,417
1040,248,13,20056,1,0,6,0,206,26,248,2262,0,13,411
732,30,8,499,1,0,6,1,91,193,30,151,0,15,409
426,136,6,7113,0,0,23,1,26,205,136,3793,0,7,409
912,0,8,2211,0,0,24,1,136,79,0,62,0,7,411
534,248,15,16586,0,0,7,0,206,26,248,1672,0,15,417
570,135,13,19374,0,0,6,1,198,235,135,2163,0,13,400
45,29,9,6743,1,0,23,1,214,272,29,3535,0,10,409
155,249,15,13306,0,0,23,1,268,261,249,1278,0,10,400
574,121,6,18951,1,0,6,1,120,154,121,1805,0,13,409
567,171,4,16517,0,0,6,1,116,115,171,1660,0,15,411
343,307,6,1069,0,0,23,0,145,287,307,244,0,8,411
58,114,5,12637,0,0,23,1,264,14,114,2510,0,10,411
291,285,15,21310,0,0,23,1,14,38,285,2496,0,15,411
284,116,13,8282,1,0,8,0,58,20,116,525,0,8,409
420,124,6,11335,0,0,23,1,195,242,124,968,0,13,409
468,40,4,9918,1,0,6,1,183,227,40,2315,0,13,417
1094,55,4,23603,1,0,7,0,180,219,55,2904,0,11,411
859,35,4,20779,0,0,24,1,239,7,35,2401,0,19,409
316,57,1,23268,0,0,23,1,206,26,57,2848,0,1,417
916,75,6,6833,1,0,6,1,281,55,75,3751,0,8,409
1165,63,4,1592,1,0,6,1,152,121,63,315,0,9,409
348,77,15,3322,1,0,23,1,22,107,77,3148,0,15,409
983,131,6,17527,1,0,6,1,162,131,131,1850,0,7,409
690,138,6,1768,1,0,6,0,272,32,138,340,0,7,409
1095,131,8,4755,1,0,6,1,162,131,131,3401,0,9,409
267,44,4,19945,0,0,23,1,202,230,44,2150,0,13,349
1024,200,8,6774,0,0,18,0,173,145,200,3543,0,13,409
497,115,15,11749,1,0,23,1,18,267,115,1047,0,15,411
711,138,6,974,0,0,6,1,272,32,138,230,0,7,409
1121,256,18,5277,1,0,6,0,148,123,256,3478,0,13,409
714,44,4,7399,0,0,7,0,202,230,44,3553,0,15,409
631,301,4,6164,0,0,24,1,218,36,301,595,0,1,409
1033,28,18,18711,0,0,24,1,214,272,28,1773,0,19,411
970,27,4,12012,0,0,6,1,151,120,27,720,0,13,409
503,249,10,17059,0,0,24,0,268,261,249,1725,0,11,400
813,123,6,18124,0,0,6,1,225,171,123,1931,0,7,409
413,88,13,2144,0,0,23,1,149,126,88,36,0,2,409
840,248,13,20471,0,0,6,0,206,26,248,2280,0,13,411
283,73,4,23026,0,0,23,1,281,55,73,2807,0,4,409
646,27,9,24016,0,0,6,0,151,120,27,2637,0,13,409
690,130,13,1117,1,0,6,0,159,128,130,252,0,13,409
1158,44,4,7344,1,0,6,1,202,230,44,3820,0,4,409
187,139,1,22124,0,0,23,1,95,186,139,2263,0,1,409
433,138,6,1057,0,0,23,1,272,32,138,249,0,7,409
967,325,1,13085,0,0,24,0,264,14,325,1253,0,1,411
1072,249,2,22805,1,0,6,0,268,261,249,2779,0,13,400
882,142,6,2711,0,0,6,1,94,184,142,3057,0,7,409
270,46,6,19457,0,0,23,1,280,56,46,2180,0,9,409
232,297,6,22492,1,0,23,1,184,226,297,2725,0,8,409
813,25,4,17219,0,0,6,1,200,229,25,1604,0,4,409
190,37,15,16002,0,0,23,1,221,221,37,1595,0,4,409
744,29,8,9630,0,0,12,0,214,272,29,423,0,13,409
421,136,4,16554,0,0,6,1,26,205,136,1675,0,21,409
807,145,4,505,0,0,24,0,227,173,145,1012,0,1,409
488,124,6,11140,0,0,23,1,195,242,124,901,0,7,409
734,35,4,86,0,0,6,1,239,7,35,94,0,13,409
792,96,15,16421,0,0,6,1,16,59,96,1645,0,15,411
268,68,15,20588,0,0,23,1,219,82,68,2366,0,15,411
1046,44,4,20112,0,0,24,1,202,230,44,2035,0,19,409
925,36,4,6616,1,0,6,0,45,220,36,3718,0,13,411
340,77,7,2758,0,0,23,1,22,107,77,3067,0,8,409
125,191,5,10593,0,0,23,1,179,152,191,878,0,10,411
400,27,4,7543,0,0,23,1,151,120,27,3573,0,2,409
198,114,15,16410,0,0,23,1,264,14,114,1638,0,15,411
338,27,4,23357,1,0,23,1,151,120,27,2861,0,2,409
605,37,9,20106,0,0,24,0,221,221,37,2030,0,11,409
597,55,13,24040,1,0,6,1,180,219,55,2658,0,13,417
970,141,6,23102,0,0,6,1,95,186,141,2585,0,9,409
734,118,13,9075,0,0,6,1,65,72,118,634,0,13,411
833,383,4,23094,0,0,24,1,192,244,383,2818,0,19,409
703,171,4,4870,1,0,6,0,116,115,171,3417,0,15,411
1075,76,13,23096,1,0,6,1,22,107,76,2819,0,13,409
910,131,8,5216,0,0,6,1,162,131,131,3467,0,9,409
1038,140,8,19758,1,0,6,1,241,174,140,2206,0,9,409
316,55,1,23267,0,0,23,1,180,219,55,2848,0,1,411
752,27,4,8397,0,0,24,1,151,120,27,549,0,19,409
504,185,8,10347,0,0,16,1,205,254,185,841,0,11,411
982,88,13,2642,1,0,6,0,149,126,88,3038,0,13,409
316,50,1,23266,0,0,23,1,258,110,50,2848,0,1,409
978,118,7,14678,1,0,6,1,65,72,118,1455,0,8,411
939,108,4,23014,1,0,7,0,76,212,108,2804,0,21,411
606,118,15,19556,1,0,6,1,65,72,118,2191,0,15,411
889,123,4,5681,0,0,24,1,225,171,123,3209,0,19,409
527,32,15,15060,1,0,23,1,125,0,32,1171,0,15,417
1127,25,4,4283,1,0,6,1,200,229,25,3366,0,4,409
714,29,4,7396,0,0,7,0,214,272,29,3553,0,15,409
282,73,4,4216,0,0,23,1,281,55,73,3303,0,4,409
856,167,4,3421,0,0,24,1,247,257,167,3161,0,20,409
672,49,15,4938,0,0,6,0,258,110,49,3431,0,15,409
68,32,5,7894,0,0,23,1,12,27,32,365,0,4,417
131,55,15,11674,0,0,23,1,180,219,55,1038,0,10,411
412,55,15,54,0,0,23,1,180,219,55,89,0,15,411
884,131,8,6644,1,0,6,1,162,131,131,3726,0,24,409
948,149,8,15427,1,0,6,0,226,172,149,1104,0,9,409
855,44,8,22117,1,0,6,1,202,230,44,2334,0,15,409
847,256,15,23497,1,0,4,0,148,123,256,2890,0,15,409
235,78,1,2632,0,0,23,1,5,9,78,3036,0,15,411
140,81,6,18275,0,0,21,1,7,29,81,2833,0,7,417
360,209,15,3250,0,0,23,1,112,271,209,3139,0,4,411
1027,66,13,19160,1,0,6,0,181,222,66,2125,0,13,411
239,77,15,17685,1,0,23,1,22,107,77,1874,0,15,409
1116,139,8,410,1,0,6,0,95,186,139,129,0,13,409
950,23,4,13610,0,0,24,1,238,167,23,1614,0,20,409
356,97,6,17482,0,0,7,1,38,23,97,1825,0,2,409
45,148,6,8735,1,0,23,1,83,248,148,260,0,10,409
873,122,6,5651,1,0,6,1,191,243,122,3233,0,7,409
