Case ID_Prev0,Activity_Prev0,Resource_Prev0,Complete Timestamp_Prev0,(case) IDofConceptCase_Prev0,(case) Includes_subCases_Prev0,(case) Responsible_actor_Prev0,(case) SUMleges_Prev0,(case) caseProcedure_Prev0,(case) caseStatus_Prev0,(case) case_type_Prev0,(case) landRegisterID_Prev0,(case) last_phase_Prev0,(case) parts_Prev0,(case) requestComplete_Prev0,(case) termName_Prev0,action_code_Prev0,activityNameEN_Prev0,activityNameNL_Prev0,concept:name_Prev0,dateFinished_Prev0,dateStop_Prev0,dueDate_Prev0,lifecycle:transition_Prev0,monitoringResource_Prev0,planned_Prev0,question_Prev0,Case ID,Activity,Resource,Complete Timestamp,(case) IDofConceptCase,(case) Includes_subCases,(case) Responsible_actor,(case) SUMleges,(case) caseProcedure,(case) caseStatus,(case) case_type,(case) landRegisterID,(case) last_phase,(case) parts,(case) requestComplete,(case) termName,action_code,activityNameEN,activityNameNL,concept:name,dateFinished,dateStop,dueDate,lifecycle:transition,monitoringResource,planned,question
1093,26,12,3147,729,0,6,267,2,0,0,140,6,0,1,1,26,3,5,26,3116,2,3340,0,2,26455,411,1093,27,12,3147,729,0,6,267,2,0,0,140,6,0,1,1,27,151,120,27,3116,2,3340,0,2,26456,409
332,31,7,19966,230,0,6,75,2,0,0,140,23,55,1,1,31,116,115,31,2250,2,590,0,14,2212,411,332,32,7,19968,230,0,6,75,2,0,0,140,23,55,1,1,32,12,27,32,2250,2,3340,0,14,3449,417
30,27,22,18711,19,2,16,319,2,1,0,140,6,4,1,1,27,151,120,27,1773,2,3340,0,2,32152,409,30,28,22,18711,19,2,16,319,2,1,0,140,6,4,1,1,28,214,272,28,1773,2,3340,0,2,32152,417
32,306,16,3577,810,2,9,386,1,1,0,140,6,72,0,1,306,165,141,306,3184,2,3340,0,19,35752,409,32,307,14,2168,810,2,9,386,1,1,0,140,6,72,0,1,307,145,287,307,55,2,3340,0,19,35752,411
982,185,12,11623,648,0,16,334,2,0,0,83,18,4,1,7,185,205,254,185,1030,2,3340,0,2,21166,417,982,196,16,18452,648,0,16,334,2,0,0,83,18,4,1,7,196,271,40,196,1989,2,3340,0,2,21163,417
122,55,2,7511,89,2,16,425,2,1,0,140,6,4,1,1,55,180,219,55,3566,2,3340,0,2,36715,411,122,63,2,7511,89,2,16,425,2,1,0,140,6,4,1,1,63,152,121,63,3566,2,3340,0,2,36717,409
163,141,16,12013,122,2,16,421,2,1,0,21,6,4,0,1,141,95,186,141,721,2,3340,0,2,38841,409,163,142,16,12013,122,2,16,421,2,1,0,21,6,4,0,1,142,94,184,142,721,2,3340,0,2,38841,409
9,140,16,18389,8,2,9,438,2,1,0,140,6,4,0,1,140,241,174,140,1958,2,3340,0,17,32596,409,9,141,16,18294,8,2,9,438,2,1,0,140,6,4,0,1,141,95,186,141,1958,2,3340,0,17,32597,409
514,96,7,3964,810,0,9,77,2,1,0,140,23,34,1,1,96,16,59,96,2971,2,3340,0,18,8832,411,514,114,7,3965,810,0,9,77,2,1,0,140,23,34,1,1,114,264,14,114,2971,2,3340,0,18,8832,411
1057,55,7,22611,810,0,9,508,2,1,0,140,6,4,1,1,55,180,219,55,2748,2,3340,0,4,25479,411,1057,63,7,22611,810,0,9,508,2,1,0,140,6,4,1,1,63,152,121,63,2748,2,3340,0,4,25481,409
333,29,17,9012,810,1,9,34,2,1,0,140,23,82,1,1,29,214,272,29,630,2,577,0,20,2246,409,333,30,17,8984,810,1,9,34,2,1,0,140,23,82,1,1,30,91,193,30,630,2,578,0,20,2247,409
667,252,7,8602,403,0,6,129,2,0,0,140,23,4,0,1,252,107,197,252,585,2,3340,0,4,12056,409,667,254,7,11444,403,0,6,129,2,0,0,140,23,4,0,1,254,189,28,254,983,2,3340,0,4,12057,417
834,30,16,21247,531,0,6,613,2,0,0,140,16,65,0,7,30,91,193,30,2482,2,3340,0,11,38879,409,834,35,16,21248,531,0,6,613,2,0,0,140,16,65,0,7,35,239,7,35,2482,2,3340,0,11,38879,409
1053,28,16,20779,810,0,6,267,2,1,0,140,6,0,0,1,28,214,272,28,2401,2,3340,0,8,24761,417,1053,29,16,20779,810,0,6,267,2,1,0,140,6,0,0,1,29,214,272,29,2401,2,3340,0,8,24762,409
958,43,12,10213,810,0,9,16,2,1,0,140,6,4,1,1,43,46,225,43,819,2,3340,0,4,20632,411,958,44,12,10212,810,0,9,16,2,1,0,140,6,4,1,1,44,202,230,44,819,2,3340,0,4,20631,409
1043,131,14,23101,697,0,6,407,2,0,0,140,6,4,0,1,131,162,131,131,2584,2,3340,0,17,25200,409,1043,135,14,23101,697,0,6,407,2,0,0,140,6,4,0,1,135,198,235,135,2584,2,3340,0,17,25200,400
1102,115,5,7878,738,0,9,79,2,1,0,140,24,44,1,13,115,18,267,115,3630,2,3340,0,2,27691,411,1102,116,5,7878,738,0,9,79,2,1,0,140,24,44,1,13,116,58,20,116,3630,2,3340,0,2,27692,409
653,313,18,14251,393,0,9,160,1,1,0,140,8,70,0,13,313,256,103,313,1390,2,3340,0,21,21979,409,653,314,18,21704,393,0,9,160,1,1,0,140,8,70,0,13,314,146,286,314,2551,2,3340,0,21,21980,417
567,183,7,5625,810,0,6,320,2,0,0,140,23,82,1,1,183,12,27,183,3231,2,3340,0,14,9447,417,567,196,12,5496,810,0,6,320,2,0,0,140,23,82,1,1,196,271,40,196,3221,2,3340,0,14,9447,411
1100,44,17,3813,736,0,9,79,2,1,0,140,6,44,1,1,44,202,230,44,3209,2,3340,0,2,26750,409,1100,47,5,4621,736,0,9,79,2,1,0,140,6,44,1,1,47,47,109,47,3379,2,3340,0,2,26750,411
1146,68,5,16429,771,2,9,221,1,1,0,140,8,4,0,13,68,219,82,68,1646,2,3340,0,2,31913,411,1146,75,5,16429,771,2,9,221,1,1,0,140,8,4,0,13,75,281,55,75,1646,2,3340,0,2,31914,409
596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,25,16,5553,810,0,6,64,2,0,0,140,23,4,1,1,25,200,229,25,3591,2,1592,0,19,10129,409
389,34,7,15577,253,0,6,258,2,0,0,140,23,82,1,1,34,205,254,34,1528,2,3340,0,4,4584,417,389,37,7,15578,253,0,6,258,2,0,0,140,23,82,1,1,37,221,221,37,1528,2,3340,0,4,4585,409
644,118,14,14807,386,0,6,567,2,0,0,140,23,4,0,1,118,120,154,118,1128,2,3340,0,2,13240,409,644,124,14,14807,386,0,6,567,2,0,0,140,23,4,0,1,124,195,242,124,1128,2,3340,0,17,13256,409
755,81,12,9377,466,0,6,613,1,0,0,140,24,65,0,13,81,180,219,81,677,2,3340,0,21,20159,411,755,87,12,9379,466,0,6,613,1,0,0,140,24,65,0,13,87,17,161,87,677,2,3340,0,21,20161,409
846,143,14,3024,541,0,6,456,2,0,0,140,6,4,1,1,143,160,129,143,2934,2,3340,0,12,38879,409,846,144,14,2448,541,0,6,456,2,0,0,140,6,4,1,1,144,60,91,144,2934,2,3340,0,17,38879,409
766,248,7,18926,475,0,6,128,2,0,0,140,6,4,1,1,248,206,26,248,1804,2,3340,0,4,14776,417,766,285,7,18932,475,0,6,128,2,0,0,140,6,4,1,1,285,14,38,285,1804,2,3340,0,4,14781,411
598,118,5,8958,810,0,9,466,2,1,0,140,23,34,0,1,118,120,154,118,621,2,3340,0,2,12157,409,598,124,14,12402,810,0,9,466,2,1,0,140,23,34,0,1,124,195,242,124,710,2,3340,0,2,12158,409
969,276,5,20088,638,0,1,613,2,0,0,140,12,4,0,5,276,243,170,276,2266,2,3340,0,2,24390,409,969,277,5,20088,638,0,1,613,2,0,0,140,12,4,0,5,277,96,185,277,2266,2,3340,0,2,24391,409
1100,81,5,4669,736,0,9,79,2,1,0,140,6,44,1,1,81,180,219,81,3390,2,3340,0,2,27230,411,1100,87,5,4669,736,0,9,79,2,1,0,140,6,44,1,1,87,17,161,87,3390,2,3340,0,2,27232,409
302,54,9,13113,205,0,8,613,1,0,0,140,16,65,1,7,54,6,8,54,1980,2,3340,0,11,3651,411,302,55,9,13114,205,0,8,613,1,0,0,140,16,65,1,7,55,180,219,55,1980,2,3340,0,11,3652,411
183,27,12,9995,141,2,11,207,2,1,0,99,6,52,1,1,27,151,120,27,482,2,3340,0,14,38374,409,183,28,12,9995,141,2,11,207,2,1,0,99,6,52,1,1,28,214,272,28,482,2,3340,0,14,38374,411
689,32,16,12409,419,0,9,213,2,1,0,140,23,4,1,1,32,125,0,32,742,2,3340,0,4,38879,411,689,37,16,12408,419,0,9,213,2,1,0,140,23,4,1,1,37,221,221,37,742,2,3340,0,4,12279,409
387,81,9,11929,251,0,6,460,1,0,0,140,7,65,1,13,81,7,29,81,1067,2,3340,0,11,21217,411,387,87,9,11931,251,0,6,460,1,0,0,140,7,65,1,13,87,17,161,87,1067,2,3340,0,11,21219,409
1108,100,14,10795,743,0,9,354,1,1,0,140,8,72,1,13,100,157,136,100,896,2,3340,0,18,30002,409,1108,101,14,10795,743,0,9,354,1,1,0,140,8,72,1,13,101,262,213,101,896,2,3340,0,18,30003,411
18,124,5,19758,810,2,9,279,2,1,0,140,6,44,0,1,124,261,68,124,2218,2,3340,0,2,33511,417,18,125,5,19758,810,2,9,279,2,1,0,140,6,44,0,1,125,156,135,125,2218,2,3340,0,2,33512,409
380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,25,16,13153,810,1,9,588,2,1,0,140,23,4,1,1,25,200,229,25,1424,2,826,0,19,4073,409
79,325,2,5523,59,2,16,500,2,1,0,140,6,25,1,1,325,264,14,325,3224,2,3340,0,2,35922,411,79,372,2,5683,59,2,16,500,2,1,0,140,6,25,1,1,372,27,90,372,3244,2,3340,0,2,35923,411
1181,28,12,11356,799,2,6,110,2,0,0,140,6,4,0,1,28,214,272,28,973,2,3340,0,2,30156,417,1181,29,12,11356,799,2,6,110,2,0,0,140,6,4,0,1,29,214,272,29,973,2,3340,0,2,30157,409
1171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1171,25,16,12763,790,2,16,514,2,1,0,134,6,4,0,1,25,200,229,25,837,2,2887,0,19,29794,409
3,254,5,20198,3,2,16,311,2,1,0,140,6,4,0,1,254,189,28,254,2043,2,3340,0,2,31958,417,3,255,5,20198,3,2,16,311,2,1,0,140,6,4,0,1,255,90,252,255,2043,2,3340,0,2,32970,47
114,325,2,5014,82,2,16,590,2,1,0,11,6,19,1,1,325,264,14,325,3438,2,3340,0,2,36444,411,114,372,2,5014,82,2,16,590,2,1,0,11,6,19,1,1,372,27,90,372,3438,2,3340,0,2,36445,411
29,170,12,20572,810,2,6,200,2,0,0,140,24,52,1,13,170,21,285,170,2363,2,3340,0,9,33850,409,29,171,22,18711,810,2,6,200,2,0,0,140,24,52,1,13,171,116,115,171,1773,2,3011,0,8,32144,411
1171,68,5,17220,790,2,16,514,2,1,0,134,6,4,0,1,68,219,82,68,1509,2,3340,0,2,31267,411,1171,75,5,17220,790,2,16,514,2,1,0,134,6,4,0,1,75,281,55,75,1509,2,3340,0,2,31268,409
115,285,2,7511,83,2,16,110,2,1,0,12,6,4,1,1,285,14,38,285,3566,2,3340,0,2,36682,411,115,325,2,7511,83,2,16,110,2,1,0,12,6,4,1,1,325,264,14,325,3566,2,3340,0,2,36685,411
468,207,16,13373,296,0,8,26,2,0,0,31,16,33,0,0,207,171,143,207,1294,2,3340,0,11,38879,409,468,249,9,3493,296,0,8,26,2,0,0,31,16,33,0,0,249,268,261,249,3174,2,3340,0,11,9325,405
382,302,9,16378,247,0,8,613,1,0,0,140,23,65,1,13,302,110,195,302,2263,2,3340,0,11,6814,409,382,307,9,20064,247,0,8,613,1,0,0,140,23,65,1,13,307,145,287,307,2263,2,3340,0,11,6815,411
419,234,14,19497,268,1,6,308,2,0,0,140,23,4,1,1,234,263,262,234,2186,2,3340,0,2,6555,411,419,285,14,19512,268,1,6,308,2,0,0,140,23,4,1,1,285,14,38,285,2186,2,3340,0,2,6564,411
971,116,18,18586,810,0,9,48,1,1,0,140,24,31,1,13,116,58,20,116,2015,2,3340,0,21,32738,409,971,117,18,18586,810,0,9,48,1,1,0,140,24,31,1,13,117,235,180,117,2015,2,3340,0,21,32739,409
1007,124,5,19049,666,0,9,377,2,1,0,140,6,4,1,1,124,261,68,124,2019,2,3340,0,2,23381,417,1007,125,5,19049,666,0,9,377,2,1,0,140,6,4,1,1,125,156,135,125,2019,2,3340,0,2,23986,409
400,148,14,20482,810,0,9,188,2,1,0,140,23,4,1,1,148,83,248,148,2390,2,3340,0,12,7203,409,400,152,7,19827,810,0,9,188,2,1,0,140,23,4,1,1,152,263,262,152,2233,2,3340,0,4,5164,411
567,37,12,5501,810,0,6,320,2,0,0,140,23,82,1,1,37,221,221,37,3221,2,3340,0,14,9451,409,567,38,12,5501,810,0,6,320,2,0,0,140,23,82,1,1,38,104,198,38,3221,2,3340,0,14,9452,409
292,31,5,7951,196,0,9,329,2,1,0,140,23,4,1,1,31,116,115,31,374,2,415,0,20,1408,411,292,32,5,12244,196,0,9,329,2,1,0,140,23,4,1,1,32,12,27,32,1095,2,3340,0,20,1719,417
1078,36,12,23300,720,0,9,565,2,1,0,140,6,4,0,1,36,45,220,36,2849,2,3340,0,4,25660,411,1078,43,12,23300,720,0,9,565,2,1,0,140,6,4,0,1,43,46,225,43,2849,2,3340,0,4,25662,411
675,88,7,12231,411,0,9,155,1,1,0,84,7,42,1,1,88,149,126,88,1082,2,3340,0,12,38879,409,675,89,7,12231,411,0,9,155,1,1,0,84,7,42,1,1,89,123,282,89,1082,2,3340,0,4,13061,411
1151,185,12,8880,810,2,9,264,2,1,0,140,6,4,0,1,185,205,254,185,610,2,3340,0,2,29193,417,1151,248,5,10146,810,2,9,264,2,1,0,140,6,4,0,1,248,206,26,248,807,2,3340,0,2,29712,411
146,131,14,248,106,2,16,237,2,1,0,16,6,8,1,1,131,162,131,131,120,2,3340,0,2,37606,409,146,135,14,248,106,2,16,237,2,1,0,16,6,8,1,1,135,198,235,135,120,2,3340,0,2,37606,400
829,38,17,22179,528,0,9,613,2,0,0,140,25,4,0,13,38,104,198,38,2349,2,3340,0,4,15941,409,829,41,7,20510,528,0,9,613,2,0,0,140,25,4,0,13,41,46,225,41,2355,2,3340,0,4,38879,411
276,32,5,10026,186,1,6,613,2,0,0,140,16,83,1,11,32,12,27,32,3069,2,3340,0,14,2236,417,276,34,12,178,186,1,6,613,2,0,0,140,16,83,1,11,34,205,254,34,3069,2,3340,0,14,1129,417
946,142,14,13878,810,0,9,177,2,1,0,140,6,4,1,1,142,94,184,142,1115,2,3340,0,17,21239,409,946,143,14,13880,810,0,9,177,2,1,0,140,6,4,1,1,143,160,129,143,1115,2,3340,0,17,21239,409
307,46,13,9021,810,1,6,34,2,0,0,140,23,82,1,13,46,280,56,46,297,2,3340,0,14,2254,409,307,46,13,10657,810,1,6,34,2,0,0,140,23,82,1,13,46,280,56,46,297,2,3340,0,14,2790,409
908,28,12,7452,592,0,6,115,2,0,0,140,6,13,0,1,28,214,272,28,1302,2,3340,0,2,18527,417,908,29,12,7453,592,0,6,115,2,0,0,140,6,13,0,1,29,214,272,29,1302,2,3340,0,2,18528,409
36,26,22,17873,22,2,16,586,2,1,0,140,6,13,0,1,26,3,5,26,1905,2,3340,0,2,32433,411,36,27,22,17873,22,2,16,586,2,1,0,140,6,13,0,1,27,151,120,27,1905,2,3340,0,2,32433,409
766,28,12,17128,475,0,6,128,2,0,0,140,6,4,1,1,28,214,272,28,1721,2,3340,0,4,14463,417,766,29,12,17129,475,0,6,128,2,0,0,140,6,4,1,1,29,214,272,29,1722,2,3340,0,4,14464,409
1097,253,5,4325,733,0,6,104,2,0,0,140,24,4,0,13,253,154,122,253,3326,2,3340,0,2,27149,409,1097,254,12,6772,733,0,6,104,2,0,0,140,24,4,0,13,254,189,28,254,3542,2,3340,0,2,27149,417
974,253,5,17169,641,0,9,306,2,1,0,81,6,13,0,1,253,154,122,253,1497,2,3340,0,2,22251,409,974,254,12,16106,641,0,9,306,2,1,0,81,6,13,0,1,254,189,28,254,1604,2,3340,0,2,22251,417
755,29,16,15890,466,0,6,613,1,0,0,140,24,65,0,13,29,214,272,29,677,2,3340,0,21,14189,409,755,30,16,15890,466,0,6,613,1,0,0,140,24,65,0,13,30,91,193,30,677,2,3340,0,21,38879,409
1075,258,12,3813,716,0,9,76,2,1,0,140,8,25,0,13,258,215,75,258,3209,2,3340,0,2,26762,411,1075,285,5,14864,716,0,9,76,2,1,0,140,8,25,0,13,285,14,38,285,1468,2,3340,0,2,31004,411
518,148,14,23180,810,0,6,320,2,0,0,140,23,82,1,1,148,83,248,148,2730,2,3340,0,12,8244,409,518,183,12,22382,810,0,6,320,2,0,0,140,23,82,1,1,183,12,27,183,2709,2,3340,0,14,8142,417
565,115,5,6656,344,0,6,408,2,0,0,44,23,4,1,1,115,18,267,115,3728,2,3340,0,2,10370,411,565,116,5,6656,344,0,6,408,2,0,0,44,23,4,1,1,116,58,20,116,3728,2,3340,0,12,38879,409
940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940,0,12,18513,617,0,9,527,2,1,0,140,24,66,1,13,0,136,79,0,2003,2,3340,0,21,21759,411
538,234,7,4179,810,0,6,524,1,0,0,140,23,86,0,1,234,263,262,234,3309,2,3340,0,14,8727,411,538,249,7,4184,810,0,6,524,1,0,0,140,23,86,0,1,249,268,261,249,3309,2,3340,0,18,9636,400
1103,115,5,2167,739,0,9,206,2,1,0,85,6,4,1,1,115,18,267,115,54,2,3340,0,2,28173,411,1103,116,5,2167,739,0,9,206,2,1,0,85,6,4,1,1,116,58,20,116,54,2,3340,0,2,28174,409
7,96,5,19588,6,2,9,173,2,1,0,112,8,4,1,1,96,16,59,96,2025,2,3340,0,2,32867,411,7,115,5,19588,6,2,9,173,2,1,0,112,8,4,1,1,115,18,267,115,2025,2,3340,0,2,32870,411
263,32,13,7894,181,0,6,385,0,0,0,140,23,4,1,13,32,12,27,32,365,2,3340,0,14,1655,417,263,34,13,7888,181,0,6,385,0,0,0,140,23,4,1,13,34,205,254,34,365,2,3340,0,14,970,411
427,68,7,24121,272,0,9,289,1,1,0,140,23,72,1,1,68,219,82,68,2673,2,3340,0,4,8081,411,427,73,7,24123,272,0,9,289,1,1,0,140,23,72,1,1,73,281,55,73,2673,2,3340,0,4,8082,409
1001,75,12,16539,810,1,6,194,2,0,0,140,24,52,1,13,75,281,55,75,1667,2,3340,0,8,22761,409,1001,76,12,16539,810,1,6,194,2,0,0,140,24,52,1,13,76,22,107,76,1667,2,3340,0,8,22762,409
636,81,7,8859,810,0,9,462,2,1,0,140,6,42,1,1,81,180,219,81,1444,2,3340,0,4,38879,411,636,87,7,14577,810,0,9,462,2,1,0,140,6,42,1,1,87,17,161,87,1444,2,3340,0,4,13845,409
1107,118,5,4892,742,0,6,400,2,0,0,140,24,4,1,13,118,65,72,118,3424,2,3340,0,2,27320,417,1107,119,5,4893,742,0,6,400,2,0,0,140,24,4,1,13,119,195,242,119,3424,2,3340,0,2,27321,409
719,196,12,13806,439,0,6,120,2,0,0,56,23,4,1,1,196,271,40,196,1105,2,3340,0,12,38879,411,719,285,7,15078,439,0,6,120,2,0,0,56,23,4,1,1,285,14,38,285,1173,2,3340,0,4,13301,411
32,116,14,2168,810,2,9,386,1,1,0,140,6,72,0,1,116,58,20,116,55,2,3340,0,19,37356,409,32,117,14,2168,810,2,9,386,1,1,0,140,6,72,0,1,117,235,180,117,55,2,3340,0,19,37357,409
976,117,5,4250,643,0,16,482,2,1,0,140,6,4,0,2,117,235,180,117,3315,2,3340,0,2,27065,409,976,117,2,3577,643,0,16,482,2,1,0,140,6,4,0,2,117,235,180,117,3184,2,3340,0,0,35779,409
1010,25,16,15846,669,0,6,613,1,0,0,140,24,65,1,13,25,200,229,25,1636,2,2570,0,19,22591,409,1010,26,16,16374,669,0,6,613,1,0,0,140,24,65,1,13,26,3,5,26,1636,2,3340,0,19,22592,411
916,140,14,10240,598,0,6,182,2,0,0,140,6,25,1,1,140,241,174,140,826,2,3340,0,17,20669,409,916,141,14,10276,598,0,6,182,2,0,0,140,6,25,1,1,141,95,186,141,826,2,3340,0,17,20670,409
154,137,12,1036,114,2,11,200,2,1,0,140,6,52,1,1,137,52,41,137,243,2,3340,0,14,37946,417,154,138,12,1036,114,2,11,200,2,1,0,140,6,52,1,1,138,272,32,138,243,2,3340,0,14,37947,409
1122,137,16,9517,753,0,6,465,2,0,0,140,8,4,0,13,137,52,41,137,407,2,3340,0,19,28838,417,1122,138,16,9517,753,0,6,465,2,0,0,140,8,4,0,13,138,272,32,138,407,2,3340,0,19,28839,409
906,131,14,971,590,0,6,371,2,0,0,118,6,28,1,1,131,162,131,131,229,2,3340,0,17,19395,409,906,135,14,972,590,0,6,371,2,0,0,118,6,28,1,1,135,198,235,135,229,2,3340,0,17,19395,400
795,88,5,24010,502,0,9,467,2,1,0,140,6,4,1,1,88,149,126,88,2652,2,3340,0,17,38879,409,795,89,5,24011,502,0,9,467,2,1,0,140,6,4,1,1,89,123,282,89,2652,2,3340,0,2,16540,411
894,285,5,1367,810,0,9,396,2,1,0,140,6,4,1,1,285,14,38,285,278,2,3340,0,2,19507,411,894,325,5,1372,810,0,9,396,2,1,0,140,6,4,1,1,325,264,14,325,278,2,3340,0,2,19511,411
379,28,16,14401,810,0,16,258,2,0,0,140,23,82,1,1,28,190,209,28,1422,2,825,0,19,4050,417,379,29,16,14402,810,0,16,258,2,0,0,140,23,82,1,1,29,214,272,29,1422,2,821,0,19,4051,409
255,213,13,9848,174,0,6,219,2,0,0,140,23,4,1,13,213,197,234,213,462,2,3340,0,20,1860,400,255,223,13,9849,174,0,6,219,2,0,0,140,23,4,1,13,223,70,66,223,462,2,3340,0,20,1861,409
617,96,7,465,375,0,6,132,2,0,0,140,23,4,1,1,96,16,59,96,147,2,3340,0,4,11007,411,617,115,7,466,375,0,6,132,2,0,0,140,23,4,1,1,115,18,267,115,147,2,3340,0,4,11008,411
371,209,7,16686,242,1,6,258,2,0,0,140,23,82,1,1,209,112,271,209,1694,2,3340,0,4,4040,411,371,249,7,14397,242,1,6,258,2,0,0,140,23,82,1,1,249,268,261,249,1421,2,3340,0,4,4045,400
950,28,16,9229,810,0,9,253,2,1,0,140,6,4,1,1,28,214,272,28,658,2,3340,0,4,20114,417,950,29,16,9230,810,0,9,253,2,1,0,140,6,4,1,1,29,214,272,29,659,2,3340,0,4,20115,409
893,124,14,5566,581,0,6,98,2,0,0,140,6,4,1,1,124,261,68,124,3519,2,3340,0,17,18485,411,893,130,14,5566,581,0,6,98,2,0,0,140,6,4,1,1,130,159,128,130,3519,2,3340,0,17,18486,409
1042,171,12,19303,696,0,1,577,2,1,0,121,4,73,0,9,171,116,115,171,2152,2,2637,0,4,24279,411,1042,185,12,19303,696,0,1,577,2,1,0,121,4,73,0,9,185,205,254,185,2152,2,3340,0,4,24280,417
492,207,16,12464,314,0,2,613,1,0,0,140,16,47,1,13,207,171,143,207,747,2,3340,0,3,38879,409,492,375,12,20735,314,0,2,613,1,0,0,140,16,47,1,13,375,133,270,375,747,2,3340,0,22,38879,411
537,196,12,23521,810,0,11,186,2,0,0,140,15,3,0,13,196,271,40,196,2893,2,3340,0,14,8649,411,537,249,5,4295,810,0,11,186,2,0,0,140,15,3,0,13,249,268,261,249,3322,2,3340,0,2,9609,400
480,119,5,21381,304,0,9,405,2,1,0,34,23,4,1,1,119,195,242,119,2513,2,3340,0,2,7608,409,480,131,5,21382,304,0,9,405,2,1,0,34,23,4,1,1,131,162,131,131,2513,2,3340,0,12,38879,409
860,131,12,2636,553,0,6,238,2,0,0,140,24,65,1,13,131,162,131,131,3037,2,3340,0,9,26150,409,860,135,12,2636,553,0,6,238,2,0,0,140,24,65,1,13,135,198,235,135,3037,2,3340,0,9,26150,0
397,78,7,16939,256,0,9,549,2,1,0,140,23,4,1,1,78,5,9,78,1707,2,3340,0,4,5253,411,397,81,7,16942,256,0,9,549,2,1,0,140,23,4,1,1,81,7,29,81,1707,2,3340,0,4,5255,411
1089,285,5,5146,727,0,6,267,2,0,0,125,6,0,1,1,285,14,38,285,3453,2,3340,0,2,27340,411,1089,325,5,5146,727,0,6,267,2,0,0,125,6,0,1,1,325,264,14,325,3453,2,3340,0,2,27344,411
390,31,12,17232,254,0,3,548,1,0,0,140,1,13,1,7,31,116,115,31,2393,2,894,0,14,4422,411,390,34,7,20728,254,0,3,548,1,0,0,140,1,13,1,7,34,205,254,34,2393,2,3340,0,14,4423,411
469,88,11,20031,297,0,6,308,2,0,0,140,23,4,1,1,88,149,126,88,2258,2,3340,0,9,38879,409,469,89,11,20032,297,0,6,308,2,0,0,140,23,4,1,1,89,123,282,89,2258,2,3340,0,13,6792,411
440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,25,17,18130,279,0,16,42,2,0,0,140,16,4,1,13,25,200,229,25,2261,2,1112,0,20,5961,409
625,131,12,18085,377,0,7,613,1,0,0,31,8,65,0,1,131,162,131,131,1925,2,3340,0,10,38879,409,625,138,12,18083,377,0,7,613,1,0,0,31,8,65,0,1,138,272,32,138,2471,2,3340,0,10,15103,409
851,144,14,2837,546,0,6,144,2,0,0,140,6,4,1,1,144,60,91,144,2967,2,3340,0,17,38879,409,851,146,14,3925,546,0,6,144,2,0,0,140,6,4,1,1,146,46,225,146,2967,2,3340,0,17,38879,411
839,210,7,3163,535,0,6,516,2,0,0,67,6,4,1,1,210,197,234,210,3120,2,3340,0,4,17545,400,839,214,7,3163,535,0,6,516,2,0,0,67,6,4,1,1,214,55,22,214,3120,2,3340,0,12,38879,409
9,142,16,18294,8,2,9,438,2,1,0,140,6,4,0,1,142,94,184,142,1958,2,3340,0,17,32597,409,9,143,16,18294,8,2,9,438,2,1,0,140,6,4,0,1,143,160,129,143,1958,2,3340,0,17,32598,409
11,170,12,217,9,2,6,200,2,0,0,1,24,53,1,13,170,21,285,170,115,2,3340,0,9,37530,409,11,171,12,15701,9,2,6,200,2,0,0,1,24,53,1,13,171,116,115,171,1543,2,2972,0,7,31344,411
1001,76,12,16539,810,1,6,194,2,0,0,140,24,52,1,13,76,22,107,76,1667,2,3340,0,8,22762,409,1001,81,12,16539,810,1,6,194,2,0,0,140,24,52,1,13,81,180,219,81,1667,2,3340,0,8,22763,411
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,25,13,15950,265,0,9,154,2,1,0,140,23,44,1,1,25,200,229,25,1651,2,961,0,15,5079,409
1133,27,12,505,761,0,9,110,2,1,0,140,8,4,0,13,27,151,120,27,156,2,3340,0,2,28397,409,1133,28,12,505,761,0,9,110,2,1,0,140,8,4,0,13,28,214,272,28,156,2,3340,0,2,28398,417
397,37,7,16927,256,0,9,549,2,1,0,140,23,4,1,1,37,221,221,37,1706,2,3340,0,14,4798,409,397,38,7,16926,256,0,9,549,2,1,0,140,23,4,1,1,38,104,198,38,1706,2,3340,0,4,5245,409
289,50,9,12206,193,1,6,460,1,0,0,140,6,65,1,13,50,258,110,50,2796,2,3340,0,11,13146,409,289,51,9,11343,193,1,6,460,1,0,0,140,6,65,1,13,51,5,9,51,2796,2,3340,0,11,2846,411
1086,124,16,2407,810,1,6,194,2,0,0,140,24,52,1,13,124,261,68,124,3001,2,3340,0,19,26076,411,1086,130,16,2407,810,1,6,194,2,0,0,140,24,52,1,13,130,159,128,130,3001,2,3340,0,19,26077,409
